time_ms,signal
12.6,0.4648980988156389
12.7,0.5691478979255806
12.8,0.5067787499475276
12.9,0.2540636302945657
13.0,-0.13787319853177235
13.1,-0.5543105642929143
13.2,-0.8563144923354364
13.3,-0.933094376804345
13.4,-0.74597176829697
13.5,-0.3455600875141292
13.6,0.14530372112768022
13.7,0.5761323215078709
13.8,0.8228306783857962
13.9,0.8296504389271566
14.0,0.6231395456077956
14.1,0.2943274158790628
14.2,-0.041389684302791246
14.3,-0.2886697854610966
14.4,-0.4026246066012034
14.5,-0.3944577276953042
14.6,-0.31331677895801513
14.7,-0.21568882962378702
14.8,-0.13804809347165908
14.9,-0.08522085081895636
15.0,-0.03803751749926504
15.1,0.026153076107981288
15.2,0.11272829874900683
15.3,0.20091152863430078
15.4,0.25212149012355217
15.5,0.23140448208570022
15.6,0.13040862532577083
15.7,-0.021131712636730804
15.8,-0.1631385850487689
15.9,-0.23030706527235167
16.0,-0.18354309068754707
16.1,-0.03249117059852474
16.2,0.16292501086130853
16.3,0.31472732252774727
16.4,0.3444220453796973
16.5,0.21954470163457285
16.6,-0.027688315784326123
16.7,-0.3092499036759484
16.8,-0.5152670236340605
16.9,-0.559217139127261
17.0,-0.41495058997435263
17.1,-0.1291767376728535
17.2,0.19649933583054613
17.3,0.44662842715257767
17.4,0.5385279990974814
17.5,0.4544536834080509
17.6,0.24571215503623892
17.7,0.007487510866484026
17.8,-0.1639923534843781
17.9,-0.2127558126444167
18.0,-0.14472657644334605
18.1,-0.020708511739902943
18.2,0.07527252184398484
18.3,0.07728458193237497
18.4,-0.03055319337899476
18.5,-0.20587203602196827
18.6,-0.3669857101391252
18.7,-0.42999354643847126
18.8,-0.3470667639816045
18.9,-0.1287513276587388
19.0,0.15931136424059567
19.1,0.42316046277655783
19.2,0.5783265572129904
19.3,0.581832626924552
19.4,0.4449529660292227
19.5,0.2226594755884186
19.6,-0.013556764790517428
19.7,-0.2057110777576666
19.8,-0.32818785691553704
19.9,-0.38789934259407755
20.0,-0.408010361137474
20.1,-0.40575009155314895
20.2,-0.37746364238689334
20.3,-0.299813292484412
20.4,-0.1470769019347468
20.5,0.08466776385120875
20.6,0.3603448968342873
20.7,0.6071409777049857
20.8,0.7371081619789671
20.9,0.683193752338864
21.0,0.43300031355550267
21.1,0.043834609670938676
21.2,-0.37029922475724686
21.3,-0.677054834890933
21.4,-0.775089106969588
21.5,-0.6341888973664456
21.6,-0.30885054102181647
21.7,0.08136164110378291
21.8,0.39742949507531067
21.9,0.5341110878743783
22.0,0.45906648569511976
22.1,0.2220879398291038
22.2,-0.06869272684870867
22.3,-0.29287879039632014
22.4,-0.3663869953886676
22.5,-0.27238910436114905
22.6,-0.06275402275422236
22.7,0.16880065579942283
22.8,0.3286477557793938
22.9,0.3614002707639278
23.0,0.2682771749272882
23.1,0.0994815622207326
23.2,-0.07362970234284519
23.3,-0.19216215661517672
23.4,-0.23315125201572384
23.5,-0.21292436852350588
23.6,-0.1707263122754023
23.7,-0.14257638170514145
23.8,-0.13962617363342059
23.9,-0.1423753592576232
24.0,-0.11357921499313064
24.1,-0.02284267237361426
24.2,0.13036637796856898
24.3,0.308114683361124
24.4,0.44566232663924676
24.5,0.4790765847919869
24.6,0.3761279128559082
24.7,0.155391263594459
24.8,-0.11661045209808027
24.9,-0.3503169248634281
25.0,-0.46967371619587406
25.1,-0.4439545942708069
25.2,-0.30013098940629507
25.3,-0.1096789678046765
25.4,0.044548228857252875
25.5,0.10634907719505324
25.6,0.07147284852347122
25.7,-0.01185572506267038
25.8,-0.06788222279666481
25.9,-0.03248744038694529
26.0,0.11167877639184312
26.1,0.32103461809827927
26.2,0.5056130675723391
26.3,0.5670288277870907
26.4,0.44361162334138027
26.5,0.14259211086335807
26.6,-0.25565249523876943
26.7,-0.6243552436168684
26.8,-0.8377009070785737
26.9,-0.8192883768559336
27.0,-0.5716471116542353
27.1,-0.17481620100829837
27.2,0.24487168126349365
27.3,0.562283976464935
27.4,0.6975041769683551
27.5,0.6390528088300692
27.6,0.4387312804730984
27.7,0.1829570967769611
27.8,-0.04500206413540994
27.9,-0.1949522487828042
28.0,-0.2601208042150204
28.1,-0.2663109293544508
28.2,-0.24829418604513587
28.3,-0.22712277567747757
28.4,-0.20023931674624457
28.5,-0.14861558725159862
28.6,-0.055679640969841154
28.7,0.07368358805087144
28.8,0.20597957162453534
28.9,0.28953560319551463
29.0,0.27876134305947026
29.1,0.16048388615073605
29.2,-0.03173798035619341
29.3,-0.22462662346907195
29.4,-0.33292960862716314
29.5,-0.2969057347496174
29.6,-0.11274707897704553
29.7,0.15902459950497014
29.8,0.41308740983778913
29.9,0.5402805834335958
30.0,0.4733831200383485
30.1,0.21801251338330216
30.2,-0.14541905332410063
30.3,-0.49065828883830465
30.4,-0.6941343365690158
30.5,-0.6830972361656766
30.6,-0.46338052269126945
30.7,-0.11543158381551838
30.8,0.23921735209616374
30.9,0.48639720730246905
31.0,0.5620848954027933
31.1,0.4720351603358398
31.2,0.2813818764092697
31.3,0.08058900019928864
31.4,-0.05590288959760406
31.5,-0.09965892527911721
31.6,-0.0742951860160605
31.7,-0.03653807500381473
31.8,-0.04276586762183243
31.9,-0.117752464792923
32.0,-0.24061011125105977
32.1,-0.35426491454051884
32.2,-0.3934201430178419
32.3,-0.31725493346845124
32.4,-0.13109115924978731
32.5,0.11325865157709863
32.6,0.338509208743183
32.7,0.474261588174462
32.8,0.48554297056133466
32.9,0.38451900079980517
33.0,0.22066614146476266
33.1,0.05506643594577326
33.2,-0.0680746559995852
33.3,-0.13864827197095564
33.4,-0.17852705620249357
33.5,-0.22196694544202464
33.6,-0.2893791266756741
33.7,-0.3689340335126361
33.8,-0.4167883086180697
33.9,-0.37742123900920865
34.0,-0.2150737316189191
34.1,0.05924597982464072
34.2,0.37989516289687253
34.3,0.6444259004586171
34.4,0.7517647973900562
34.5,0.6452280141891128
34.6,0.34131134412525876
34.7,-0.06975257786460073
34.8,-0.45397243674486665
34.9,-0.6831238726094944
35.0,-0.6838968750777092
35.1,-0.46626761334348
35.2,-0.11908232366189717
35.3,0.22547666100945463
35.4,0.44383707113195725
35.5,0.4679791560523267
35.6,0.30844999548480295
35.7,0.04502219217695977
35.8,-0.20962923570793268
35.9,-0.35682087465905327
36.0,-0.34935175962628134
36.1,-0.2048053968704693
36.2,0.00882463825960128
36.3,0.20653335535939044
36.4,0.3225320979164701
36.5,0.33330117484924443
36.6,0.2588690576244869
36.7,0.14452902703653114
36.8,0.034190037125856554
36.9,-0.050432249344376165
37.0,-0.11470133885735534
37.1,-0.17888503850284782
37.2,-0.25696061167557727
37.3,-0.3392404121464474
37.4,-0.38968555101682434
37.5,-0.3610098672470304
37.6,-0.22099484168120562
37.7,0.023272056746377945
37.8,0.31674020470263625
37.9,0.5701520547793376
38.0,0.6924669544585633
38.1,0.6287252690807497
38.2,0.38640002511625854
38.3,0.03738356098801823
38.4,-0.3068991259724343
38.5,-0.5377572011414767
38.6,-0.5912408965685563
38.7,-0.4718342902889626
38.8,-0.2474983565479825
38.9,-0.018243635476505565
39.0,0.1278765725145598
39.1,0.15187397467110933
39.2,0.07768623889039827
39.3,-0.023058468994330727
39.4,-0.06807124958769478
39.5,-0.006066784344658432
39.6,0.15618654782557817
39.7,0.35404253634242866
39.8,0.4926299873205608
39.9,0.4897456735151746
40.0,0.31477943508570283
40.1,0.006137193356124393
40.2,-0.34084890049751504
40.3,-0.6104919007027374
40.4,-0.712084948904681
40.5,-0.6146890925619657
40.6,-0.35703926964786953
40.7,-0.029369340273788958
40.8,0.26387474007341283
40.9,0.4437253148085732
41.0,0.48207003559774664
41.1,0.4034075647683998
41.2,0.2648130113674677
41.3,0.12554389514774014
41.4,0.021415583745730438
41.5,-0.044572641408815054
41.6,-0.09279861483949478
41.7,-0.14586906404554995
41.8,-0.20851883916241892
41.9,-0.26025313077120665
42.0,-0.26529318571422383
42.1,-0.194824583559921
42.2,-0.04942628108585928
42.3,0.13141809017928588
42.4,0.2799530960870006
42.5,0.3281289808619668
42.6,0.24079684911309382
42.7,0.03806541829072041
42.8,-0.20551042950083365
42.9,-0.38721440074522934
43.0,-0.41835654193229255
43.1,-0.2645972657600015
43.2,0.03383910794708442
43.3,0.3724687335731263
43.4,0.6208381948662605
43.5,0.673890420179832
43.6,0.4952537284009214
43.7,0.13413124958292297
43.8,-0.29169930410536055
43.9,-0.6400805621643569
44.0,-0.797806204716425
44.1,-0.721425490376646
44.2,-0.4495191027125063
44.3,-0.08277641550756182
44.4,0.25827933116460267
44.5,0.47927550653464324
44.6,0.5426432001711261
44.7,0.47174729451283415
44.8,0.32958069907238763
44.9,0.18414783907453447
45.0,0.07755732547522315
45.1,0.012672938411911323
45.2,-0.03821393712498386
45.3,-0.1091690141459308
45.4,-0.21460804917005932
45.5,-0.33552039387304433
45.6,-0.4252996261124729
45.7,-0.43238438449660865
45.8,-0.32823723211392625
45.9,-0.12625022842947378
46.0,0.11861008929079424
46.1,0.3302707194000133
46.2,0.4430744585544517
46.3,0.4296447026809411
46.4,0.3117931153704603
46.5,0.1490632197674032
46.6,0.010154095217556697
46.7,-0.05922540064138518
46.8,-0.05661092983247823
46.9,-0.021211367575988425
47.0,-0.011029943316549967
47.1,-0.0696493911415883
47.2,-0.19907772682484579
47.3,-0.3527054347583196
47.4,-0.4532024969730123
47.5,-0.4282699027976498
47.6,-0.24812702532087136
47.7,0.0531682097264935
47.8,0.38391474838029754
47.9,0.6277025787703459
48.0,0.690036557383816
48.1,0.5388058235730655
48.2,0.22067820887829734
48.3,-0.15452328988950348
48.4,-0.4556928057756022
48.5,-0.5814005521151612
48.6,-0.498766198855704
48.7,-0.2542357785511295
48.8,0.04770682967890512
48.9,0.2882694370090819
49.0,0.3817131221552787
49.1,0.3066797352373592
49.2,0.10944476612263596
49.3,-0.1204441831436106
49.4,-0.2899760911469247
49.5,-0.3399811327791611
49.6,-0.2644083160575723
49.7,-0.10519197454360041
49.8,0.07231377358244118
49.9,0.21007653284003908
50.0,0.2795084971874756
50.1,0.28572171953297454
50.2,0.2542779755479558
50.3,0.20961841251603666
50.4,0.15807389552416465
50.5,0.08525506373573069
50.6,-0.030605547625414453
50.7,-0.19689769916811023
50.8,-0.3892967234634914
50.9,-0.5503127281861245
51.0,-0.6076082983347258
51.1,-0.5057400125483696
51.2,-0.23713937949143576
51.3,0.14323547809527112
51.4,0.5289791631528226
51.5,0.7972418904743459
51.6,0.8546370175234472
51.7,0.6750875048031199
51.8,0.3129838080366247
51.9,-0.11505875434124545
52.0,-0.4732757096635668
52.1,-0.6573168731358219
52.2,-0.6315412170197919
52.3,-0.4378728074365806
52.4,-0.1732410186831308
52.5,0.05393639285988905
52.6,0.16902812186391614
52.7,0.1588080789486154
52.8,0.07031624502882627
52.9,-0.017116154189720262
53.0,-0.03290448350487618
53.1,0.04985709870823535
53.2,0.2013841989411612
53.3,0.3495167413778363
53.4,0.41415636127272104
53.5,0.3455833089318351
53.6,0.1489715106748235
53.7,-0.11592655392047872
53.8,-0.3594268979019406
53.9,-0.49937557296308765
54.0,-0.49442679536922307
54.1,-0.3585687330007302
54.2,-0.15133503498451023
54.3,0.05061693522469091
54.4,0.18667486602436856
54.5,0.23485921625296396
54.6,0.21428788813192268
54.7,0.16803554340709953
54.8,0.1363226537985475
54.9,0.13423290975920263
55.0,0.1453086847144731
55.1,0.13392115529110762
55.2,0.06948038073775614
55.3,-0.05076600985623472
55.4,-0.19321215008855297
55.5,-0.2995124201344296
55.6,-0.3139199265778767
55.7,-0.21340558575025192
55.8,-0.02516897492910336
55.9,0.17874634916561263
56.0,0.3095082690550077
56.1,0.3009114694326276
56.2,0.1424845103780219
56.3,-0.10974560798323968
56.4,-0.3516208570978356
56.5,-0.4722418029280038
56.6,-0.4015078535461534
56.7,-0.14330839066853399
56.8,0.2207457590235249
56.9,0.559910783001228
57.0,0.7442560536583839
57.1,0.6956862340930856
57.2,0.4190770516781448
57.3,0.0008535354545793766
57.4,-0.42402265136127587
57.5,-0.722659958651066
57.6,-0.8116356124383263
57.7,-0.6825905738007761
57.8,-0.3974083420849918
57.9,-0.05750178533664396
58.0,0.23784018177487878
58.1,0.425814463967193
58.2,0.4938705199064644
58.3,0.4700268361260649
58.4,0.39777308453602733
58.5,0.30987808739423384
58.6,0.21442189259110395
58.7,0.09895027451007252
58.8,-0.05128905388440322
58.9,-0.23253280237743565
59.0,-0.4119344109826516
59.1,-0.5346492622247832
59.2,-0.5465722394351356
59.3,-0.42205809366338076
59.4,-0.18243334803239913
59.5,0.10533535777025615
59.6,0.3513384116864521
59.7,0.4779267441973727
59.8,0.45194454259701
59.9,0.29901756713998606
60.0,0.09258152489029672
60.1,-0.07824041567347262
60.2,-0.14788791262636045
60.3,-0.10302489032533915
60.4,0.012671090251267243
60.5,0.12016824076847285
60.6,0.14361037831091783
60.7,0.04813699306579547
60.8,-0.14064790917408304
60.9,-0.3451350774432388
61.0,-0.469042895537394
61.1,-0.44108641097317514
61.2,-0.24938037602701268
61.3,0.04927102392712337
61.4,0.3500649191267339
61.5,0.5424255454283344
61.6,0.5556569152759218
61.7,0.38825832823683437
61.8,0.10824278831875705
61.9,-0.17552573363534885
62.0,-0.35838725053225706
62.1,-0.38185741691159214
62.2,-0.2548143728023076
62.3,-0.045687254906217306
62.4,0.1497487961949371
62.5,0.2500000000000058
62.6,0.22055646428645753
62.7,0.08420103736738536
62.8,-0.09391677468736376
62.9,-0.23793947217483252
63.0,-0.29431537151940856
63.1,-0.25132644878663657
63.2,-0.13763876857687615
63.3,-0.002788151759255203
63.4,0.10909454519348674
63.5,0.1785776745161476
63.6,0.21398391841075254
63.7,0.23792561164529005
63.8,0.26592443821253364
63.9,0.290010600167112
64.0,0.2776847812819413
64.1,0.1884905157616178
64.2,0.000707539324945855
64.3,-0.2657277927075066
64.4,-0.5436014212367211
64.5,-0.7362698230992536
64.6,-0.7540180789563922
64.7,-0.5542774360221032
64.8,-0.1675754787474915
64.9,0.30412405237700163
65.0,0.7187409396531355
65.1,0.9441629540365309
65.2,0.9074181621814484
65.3,0.622749717413807
65.4,0.18666122576038635
65.5,-0.25841805289417863
65.6,-0.5771584270062959
65.7,-0.6895465755184123
65.8,-0.5951777423265924
65.9,-0.36498144562245494
66.0,-0.10564433758810834
66.1,0.08678736131847942
66.2,0.16394007885989703
66.3,0.1378048133469877
66.4,0.06563971986661124
66.5,0.016125608311392398
66.6,0.033646225706801675
66.7,0.11738365712788444
66.8,0.2241222125408699
66.9,0.292107545499492
67.0,0.27348395602595593
67.1,0.15924479937927122
67.2,-0.015238679716587107
67.3,-0.18636588216123307
67.4,-0.29189038676736323
67.5,-0.29939373650328366
67.6,-0.21992647913729252
67.7,-0.10052485183713827
67.8,0.0003162447981759908
67.9,0.04186142421217545
68.0,0.020512638822384716
68.1,-0.030235268350662273
68.2,-0.05917763200918513
68.3,-0.026359078056281376
68.4,0.07310989243802785
68.5,0.20284299369173225
68.6,0.30055566258545713
68.7,0.3083180707636918
68.8,0.2032376347260589
68.9,0.013201177193841729
69.0,-0.1911438742129256
69.1,-0.32587778428336195
69.2,-0.3319756481960347
69.3,-0.20451161115227137
69.4,0.0014363620199991933
69.5,0.19231825136095085
69.6,0.27665483276990765
69.7,0.20700156348686022
69.8,0.0043179881966342315
69.9,-0.24707527454580056
70.0,-0.4329959002575169
70.1,-0.4576974446234464
70.2,-0.28638895590292557
70.3,0.03655085190905029
70.4,0.4019847557956764
70.5,0.6774627523208543
70.6,0.7586063637954967
70.7,0.6092570623349788
70.8,0.2742586857163111
70.9,-0.13944200842848958
71.0,-0.5044025491867776
71.1,-0.7190784329367368
71.2,-0.7402074682296951
71.3,-0.5896110427587139
71.4,-0.33557308956871834
71.5,-0.05974862277109852
71.6,0.1743803634494549
71.7,0.3380839808637547
71.8,0.43415319827051413
71.9,0.4791474915787486
72.0,0.48314871298260587
72.1,0.4392574427834533
72.2,0.32889882091840617
72.3,0.1397538111189625
72.4,-0.11440942179808461
72.5,-0.38463577560153206
72.6,-0.5961964675809602
72.7,-0.6749502913584933
72.8,-0.5798276087432884
72.9,-0.32613613818673043
73.0,0.012787521740278182
73.1,0.3288882857358266
73.2,0.5195378279602985
73.3,0.528027445200319
73.4,0.36673487860649523
73.5,0.11215719434752963
73.6,-0.12693124346450485
73.7,-0.2550203444180681
73.8,-0.22959471535407905
73.9,-0.07779072538652618
74.0,0.11730147718400032
74.1,0.25463847852544774
74.2,0.2607385155339703
74.3,0.12261742049058025
74.4,-0.10631552835302395
74.5,-0.32981040771249803
74.6,-0.45112346791126806
74.7,-0.41528150437750744
74.8,-0.23265142330442468
74.9,0.026248936758622873
75.0,0.26186024730715135
75.1,0.3883632145956324
75.2,0.3690608611194821
75.3,0.22909429386519997
75.4,0.04076041991171078
75.5,-0.11094011312281987
75.6,-0.16634484179289616
75.7,-0.11561052572505573
75.8,0.0006841326444008561
75.9,0.11384908204359992
76.0,0.16092294612458855
76.1,0.11387705194964404
76.2,-0.009092670378188616
76.3,-0.15449543770990593
76.4,-0.26036056118112205
76.5,-0.2853548989120439
76.6,-0.2261232430169393
76.7,-0.11508534773981455
76.8,-0.0008385261511539011
76.9,0.078068980927989
77.0,0.11213099087144379
77.1,0.12270205348916673
77.2,0.14569807519697284
77.3,0.20584641680963733
77.4,0.2955542433211046
77.5,0.37081563579541854
77.6,0.36844790721407933
77.7,0.23811390530313095
77.8,-0.025707276441233107
77.9,-0.36817410509021153
78.0,-0.684973351543604
78.1,-0.8579962019063114
78.2,-0.802401158686249
78.3,-0.5053173254411127
78.4,-0.038688136575357766
78.5,0.4610422771740942
78.6,0.83982136782436
78.7,0.9813846366661205
78.8,0.8490857727780696
78.9,0.4974563773149667
79.0,0.049260120861477075
79.1,-0.35201557200159816
79.2,-0.5945239855821718
79.3,-0.6343549650256894
79.4,-0.5024847393183491
79.5,-0.2820402299761203
79.6,-0.0679593582387771
79.7,0.07236576025360766
79.8,0.12086920281647104
79.9,0.10559966485062272
80.0,0.07696615767351447
80.1,0.07690888239347615
80.2,0.11663702908389896
80.3,0.17323677521255942
80.4,0.20547360711901874
80.5,0.17945647662005687
80.6,0.09015489430989548
80.7,-0.03279041895694382
80.8,-0.138292447015673
80.9,-0.17953636770850298
81.0,-0.1390474447437164
81.1,-0.03993018985343487
81.2,0.06327582331386739
81.3,0.11057377605533533
81.4,0.0671125454026748
81.5,-0.05669978920825422
81.6,-0.20624571742712425
81.7,-0.30573304609324553
81.8,-0.29337339837079973
81.9,-0.1525033800157464
82.0,0.07641573073458789
82.1,0.30964019297533024
82.2,0.4547126650936244
82.3,0.45077650572627825
82.4,0.29643526823196
82.5,0.052069340662010785
82.6,-0.18519014985361035
82.7,-0.3232308003976214
82.8,-0.3150395347108993
82.9,-0.17907181877395006
83.0,0.009508630774883453
83.1,0.1531362654231974
83.2,0.17656303433927675
83.3,0.062005010783983294
83.4,-0.141177447867272
83.5,-0.33691339084227834
83.6,-0.4242413446596237
83.7,-0.34227280294906776
83.8,-0.09864024666273487
83.9,0.23096013204044663
84.0,0.5318747732631749
84.1,0.6956418954608478
84.2,0.6619763852797063
84.3,0.4403127217122655
84.4,0.1029931291581909
84.5,-0.24540289348049332
84.6,-0.5082585075944013
84.7,-0.6293260155276262
84.8,-0.604864822579185
84.9,-0.47310868969023345
85.0,-0.2890467144093871
85.1,-0.09835543767571217
85.2,0.07687292131599838
85.3,0.23525421139699956
85.4,0.38026987142822233
85.5,0.502561742635129
85.6,0.5723071258523725
85.7,0.5479734469796711
85.8,0.39848734619904846
85.9,0.1276988287407988
86.0,-0.21273705828975548
86.1,-0.5315879694670216
86.2,-0.727221236351498
86.3,-0.727043871671381
86.4,-0.52028241453192
86.5,-0.16853560945664464
86.6,0.21268790823038997
86.7,0.4957235216170208
86.8,0.5894269090009154
86.9,0.47457540176637814
87.0,0.2107798589827538
87.1,-0.08847527746765899
87.2,-0.3024716089522972
87.3,-0.3520548287838731
87.4,-0.2301545911353954
87.5,-0.0015371676360046577
87.6,0.22738330078161434
87.7,0.35504656387113637
87.8,0.3272645254711325
87.9,0.15777071409433474
88.0,-0.08107964682919803
88.1,-0.2920805096859835
88.2,-0.3955836368199146
88.3,-0.3616342355317245
88.4,-0.21837014164957488
88.5,-0.03446588410167534
88.6,0.1148337390859546
88.7,0.18162869519546337
88.8,0.1636856801783618
88.9,0.09968156215856094
89.0,0.045091850712777104
89.1,0.04146846277577096
89.2,0.09450501959661829
89.3,0.1714925274684363
89.4,0.21898790497347864
89.5,0.1915399263986281
89.6,0.07694848305187219
89.7,-0.09468778743642657
89.8,-0.26287321050591156
89.9,-0.3639832375704386
90.0,-0.36070297548235175
90.1,-0.2592479082193535
90.2,-0.10582609265193679
90.3,0.036099762671961744
90.4,0.11671614403655364
90.5,0.12367538262158473
90.6,0.08676703088332999
90.7,0.06060061457959584
90.8,0.09335426025876425
90.9,0.19696990747827647
91.0,0.3342541448044661
91.1,0.4308690656449501
91.2,0.4084653088744113
91.3,0.2246474823159024
91.4,-0.0988727128863616
91.5,-0.4743849835670837
91.6,-0.7758711321884599
91.7,-0.8863893111832555
91.8,-0.7459203415171146
91.9,-0.37930571342938924
92.0,0.10830423533883295
92.1,0.5676269016660054
92.2,0.8589112247215045
92.3,0.9016452275475867
92.4,0.7006872739026387
92.5,0.3392841482583537
92.6,-0.05670382853665126
92.7,-0.36748298489935316
92.8,-0.5206651988065889
92.9,-0.509476188816084
93.0,-0.3829785787015619
93.1,-0.21574250927008812
93.2,-0.0725212653751901
93.3,0.01594268601536078
93.4,0.05664342403768949
93.5,0.07879849063764535
93.6,0.1095002226719961
93.7,0.15441951018824168
93.8,0.19382941106758336
93.9,0.19554970973552716
94.0,0.1371694093590871
94.1,0.024755560043965452
94.2,-0.10319532985727359
94.3,-0.19029709639098868
94.4,-0.18928264234012476
94.5,-0.08835427372491952
94.6,0.07701413268565788
94.7,0.23447728527126813
94.8,0.304610337696791
94.9,0.2375243578870037
95.0,0.03946607794383308
95.1,-0.2239013610218419
95.2,-0.45081443389581854
95.3,-0.5445227565510654
95.4,-0.45482627727091973
95.5,-0.20168701942494
95.6,0.1301157476242275
95.7,0.423814349467651
95.8,0.5773551955252897
95.9,0.5440796424395855
96.0,0.3499652166373354
96.1,0.08022191916650165
96.2,-0.15854372216526136
96.3,-0.2837577896601531
96.4,-0.2699745176682814
96.5,-0.15550653714090046
96.6,-0.020472598306914336
96.7,0.0530708467250221
96.8,0.020447324470856426
96.9,-0.10471240171641125
97.0,-0.25712286118240385
97.1,-0.350621362611111
97.2,-0.31875722945096885
97.3,-0.14668528727903954
97.4,0.11990455502363719
97.5,0.3925119328245318
97.6,0.5759139050772637
97.7,0.6064048705700942
97.8,0.4755970726266913
97.9,0.23028841746804962
98.0,-0.05001241025396658
98.1,-0.28647340736352384
98.2,-0.429704377478206
98.3,-0.4716716219699765
98.4,-0.4373916353848557
98.5,-0.3630016416978694
98.6,-0.2730297051143382
98.7,-0.16923293529115452
98.8,-0.03661380760639081
98.9,0.13736096912743612
99.0,0.34185151797384594
99.1,0.5331554872757892
99.2,0.6444202000681847
99.3,0.6125374342205295
99.4,0.4106917104110973
99.5,0.07062023933090508
99.6,-0.3181597102065016
99.7,-0.6351677614554108
99.8,-0.7728416485121042
99.9,-0.6798064679235294
100.0,-0.38471044214689465
100.1,0.010871182116489537
100.2,0.369123585389611
100.3,0.5681483126035045
100.4,0.5484451920519617
100.5,0.33456760100691185
100.6,0.023075044064930147
100.7,-0.2579455864504273
100.8,-0.4006578069822295
100.9,-0.3589967217914372
101.0,-0.16323919722317906
101.1,0.09718688230041339
101.2,0.3138791292274008
101.3,0.4045309702863537
101.4,0.343694066138838
101.5,0.16731650118472252
101.6,-0.048738163330614565
101.7,-0.22463331232684094
101.8,-0.30987794760947796
101.9,-0.2994560447541076
102.0,-0.2272240909880364
102.1,-0.14207568875469423
102.2,-0.08017279877208322
102.3,-0.04754835047436948
102.4,-0.021371628773583146
102.5,0.03172635156742573
102.6,0.1307077975844962
102.7,0.2624402912755108
102.8,0.38151153352128764
102.9,0.4288900321116291
103.0,0.3609873393377212
103.1,0.17485690419381794
103.2,-0.08361724954054554
103.3,-0.3339999268853506
103.4,-0.49282355207030204
103.5,-0.5085377629750935
103.6,-0.3838158164114965
103.7,-0.17447027991826874
103.8,0.03517164832430264
103.9,0.16959920316801536
